2025-08-09 17:54:33.700 | INFO     | __main__:initialize_system_data:25 - ==================================================
2025-08-09 18:15:14.936 | INFO     | utils.vector_store:_initialize_components:24 - 开始初始化向量存储及检索组件...
2025-08-09 18:15:19.449 | INFO     | utils.vector_store:_initialize_components:46 - 向量存储及检索组件初始化完成
2025-08-09 18:15:20.016 | INFO     | __main__:initialize_system_data:53 - 发现 15 个简历文件待处理。
2025-08-09 18:15:20.018 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\AI大模型个人简历_20250806095046.pdf
2025-08-09 18:15:20.696 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\AI大模型个人简历_20250806095046.pdf, hash: 26d07d497507278334fea0fb6c539a72
2025-08-09 18:15:20.696 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:15:23.452 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '黎豪', 'gender': '男', 'age': 33, 'work_experience': 7}
2025-08-09 18:15:23.452 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\AI大模型个人简历_20250806095046.pdf
2025-08-09 18:15:23.452 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\AI大模型个人简历_20250806095046.pdf, 使用切分器: RecursiveCharacter
2025-08-09 18:15:23.452 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\AI大模型个人简历_20250806095046.pdf 共生成 3 个子块
2025-08-09 18:15:25.797 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 26d07d497507278334fea0fb6c539a72
2025-08-09 18:15:25.797 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: AI大模型个人简历_20250806095046.pdf
2025-08-09 18:15:25.899 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\庄宇_简历_20250807105559.pdf
2025-08-09 18:15:26.034 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\庄宇_简历_20250807105559.pdf, hash: 12b290a99929f37072774abb2dd2fef9
2025-08-09 18:15:26.035 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:15:27.275 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '庄宇', 'gender': '男', 'age': 24, 'work_experience': 1}
2025-08-09 18:15:27.275 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\庄宇_简历_20250807105559.pdf
2025-08-09 18:15:27.275 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\庄宇_简历_20250807105559.pdf, 使用切分器: RecursiveCharacter
2025-08-09 18:15:27.276 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\庄宇_简历_20250807105559.pdf 共生成 4 个子块
2025-08-09 18:15:29.210 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 12b290a99929f37072774abb2dd2fef9
2025-08-09 18:15:29.211 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 庄宇_简历_20250807105559.pdf
2025-08-09 18:15:29.311 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张三前端开发工程师简历.md
2025-08-09 18:15:32.697 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张三前端开发工程师简历.md, hash: 336bede497765123a6f144ee6fa010ef
2025-08-09 18:15:32.697 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:15:34.719 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '张丰', 'gender': '未提供', 'age': 29, 'work_experience': 5}
2025-08-09 18:15:34.720 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张三前端开发工程师简历.md
2025-08-09 18:15:34.720 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张三前端开发工程师简历.md, 使用切分器: Markdown
2025-08-09 18:15:34.723 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张三前端开发工程师简历.md 共生成 7 个子块
2025-08-09 18:15:37.507 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 336bede497765123a6f144ee6fa010ef
2025-08-09 18:15:37.508 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 张三前端开发工程师简历.md
2025-08-09 18:15:37.609 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张伟开发工程师.md
2025-08-09 18:15:37.631 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张伟开发工程师.md, hash: 507862e1a6c2919347dd01f6c75f5eb9
2025-08-09 18:15:37.632 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:15:39.573 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '张伟', 'gender': '未提供', 'age': -1, 'work_experience': 3}
2025-08-09 18:15:39.573 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张伟开发工程师.md
2025-08-09 18:15:39.573 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张伟开发工程师.md, 使用切分器: Markdown
2025-08-09 18:15:39.573 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张伟开发工程师.md 共生成 5 个子块
2025-08-09 18:15:42.171 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 507862e1a6c2919347dd01f6c75f5eb9
2025-08-09 18:15:42.171 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 张伟开发工程师.md
2025-08-09 18:15:42.272 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张笑霞_20250809165744.txt
2025-08-09 18:15:42.274 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张笑霞_20250809165744.txt, hash: d9db4bc938a743c0a41f956bac77d81d
2025-08-09 18:15:42.274 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:15:43.886 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '张笑霞', 'gender': '女', 'age': 66, 'work_experience': 52}
2025-08-09 18:15:43.886 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张笑霞_20250809165744.txt
2025-08-09 18:15:43.887 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张笑霞_20250809165744.txt, 使用切分器: RecursiveCharacter
2025-08-09 18:15:43.887 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\张笑霞_20250809165744.txt 共生成 4 个子块
2025-08-09 18:15:45.931 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: d9db4bc938a743c0a41f956bac77d81d
2025-08-09 18:15:45.931 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 张笑霞_20250809165744.txt
2025-08-09 18:15:46.032 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李娜.md
2025-08-09 18:15:46.054 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李娜.md, hash: 9aa01a4b1424ef367eb21a5aa929fa59
2025-08-09 18:15:46.054 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:15:47.517 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '李娜', 'gender': '女', 'age': 34, 'work_experience': 6}
2025-08-09 18:15:47.517 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李娜.md
2025-08-09 18:15:47.517 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李娜.md, 使用切分器: Markdown
2025-08-09 18:15:47.518 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李娜.md 共生成 5 个子块
2025-08-09 18:15:49.562 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 9aa01a4b1424ef367eb21a5aa929fa59
2025-08-09 18:15:49.562 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 李娜.md
2025-08-09 18:15:49.663 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李旭-简历.docx
2025-08-09 18:15:49.682 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李旭-简历.docx, hash: 1c0f34327bbbfaee55b8238bf8b7676c
2025-08-09 18:15:49.682 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:15:51.171 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '李旭', 'gender': '未提供', 'age': 26, 'work_experience': 3}
2025-08-09 18:15:51.171 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李旭-简历.docx
2025-08-09 18:15:51.171 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李旭-简历.docx, 使用切分器: RecursiveCharacter
2025-08-09 18:15:51.178 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李旭-简历.docx 共生成 11 个子块
2025-08-09 18:15:56.598 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 1c0f34327bbbfaee55b8238bf8b7676c
2025-08-09 18:15:56.598 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 李旭-简历.docx
2025-08-09 18:15:56.699 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李明AI大模型产品经理简历.pdf
2025-08-09 18:15:56.933 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李明AI大模型产品经理简历.pdf, hash: 91a04a181f1d14e05af733e349f9add2
2025-08-09 18:15:56.933 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:15:59.347 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '李明', 'gender': '未提供', 'age': -1, 'work_experience': 3}
2025-08-09 18:15:59.349 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李明AI大模型产品经理简历.pdf
2025-08-09 18:15:59.349 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李明AI大模型产品经理简历.pdf, 使用切分器: RecursiveCharacter
2025-08-09 18:15:59.349 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\李明AI大模型产品经理简历.pdf 共生成 4 个子块
2025-08-09 18:16:01.105 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 91a04a181f1d14e05af733e349f9add2
2025-08-09 18:16:01.105 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 李明AI大模型产品经理简历.pdf
2025-08-09 18:16:01.206 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\林霞_20250809164313.txt
2025-08-09 18:16:01.208 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\林霞_20250809164313.txt, hash: 27c71050893c05dd92ca62655304eb63
2025-08-09 18:16:01.209 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:16:03.035 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '林青霞', 'gender': '女', 'age': 66, 'work_experience': 52}
2025-08-09 18:16:03.035 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\林霞_20250809164313.txt
2025-08-09 18:16:03.035 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\林霞_20250809164313.txt, 使用切分器: RecursiveCharacter
2025-08-09 18:16:03.035 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\林霞_20250809164313.txt 共生成 4 个子块
2025-08-09 18:16:04.964 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 27c71050893c05dd92ca62655304eb63
2025-08-09 18:16:04.965 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 林霞_20250809164313.txt
2025-08-09 18:16:05.066 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\林青霞.txt
2025-08-09 18:16:05.069 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\林青霞.txt, hash: 846c387153e1061340eb30b5ce7e6e73
2025-08-09 18:16:05.069 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:16:06.417 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '林青霞', 'gender': '女', 'age': 70, 'work_experience': 52}
2025-08-09 18:16:06.417 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\林青霞.txt
2025-08-09 18:16:06.417 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\林青霞.txt, 使用切分器: RecursiveCharacter
2025-08-09 18:16:06.417 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\林青霞.txt 共生成 4 个子块
2025-08-09 18:16:08.487 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 846c387153e1061340eb30b5ce7e6e73
2025-08-09 18:16:08.487 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 林青霞.txt
2025-08-09 18:16:08.588 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王宝强.jpg
2025-08-09 18:16:48.620 | INFO     | utils.document_processor:extract_text_from_image:118 - 图片提取文本成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王宝强.jpg, 内容长度: 473
2025-08-09 18:16:48.621 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王宝强.jpg, hash: 6bb5b76f8eac3235eb3bee38b16f6c4f
2025-08-09 18:16:48.621 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:16:51.168 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '王宝强', 'gender': '男', 'age': 42, 'work_experience': 22}
2025-08-09 18:16:51.168 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王宝强.jpg
2025-08-09 18:16:51.168 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王宝强.jpg, 使用切分器: RecursiveCharacter
2025-08-09 18:16:51.169 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王宝强.jpg 共生成 2 个子块
2025-08-09 18:16:53.116 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 6bb5b76f8eac3235eb3bee38b16f6c4f
2025-08-09 18:16:53.116 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 王宝强.jpg
2025-08-09 18:16:53.217 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王强.md
2025-08-09 18:16:53.243 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王强.md, hash: 2c6e673a7b2e06addee354021ad1453c
2025-08-09 18:16:53.243 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:16:54.459 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '王强', 'gender': '未提供', 'age': -1, 'work_experience': 1}
2025-08-09 18:16:54.459 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王强.md
2025-08-09 18:16:54.460 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王强.md, 使用切分器: Markdown
2025-08-09 18:16:54.461 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王强.md 共生成 5 个子块
2025-08-09 18:16:58.312 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 2c6e673a7b2e06addee354021ad1453c
2025-08-09 18:16:58.312 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 王强.md
2025-08-09 18:16:58.413 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王明数据工程师简历.md
2025-08-09 18:16:58.466 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王明数据工程师简历.md, hash: 21160040a62910ab2e43a6f1cc17a5b6
2025-08-09 18:16:58.466 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:17:00.294 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '王明', 'gender': '未提供', 'age': 27, 'work_experience': 3}
2025-08-09 18:17:00.294 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王明数据工程师简历.md
2025-08-09 18:17:00.295 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王明数据工程师简历.md, 使用切分器: Markdown
2025-08-09 18:17:00.296 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\王明数据工程师简历.md 共生成 7 个子块
2025-08-09 18:17:05.641 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 21160040a62910ab2e43a6f1cc17a5b6
2025-08-09 18:17:05.642 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 王明数据工程师简历.md
2025-08-09 18:17:05.743 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\赵可的简历.pdf
2025-08-09 18:17:06.033 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\赵可的简历.pdf, hash: a1f819a55416ca2721ecb5d720db9691
2025-08-09 18:17:06.033 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:17:08.204 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '赵可', 'gender': '未提供', 'age': 23, 'work_experience': 2}
2025-08-09 18:17:08.204 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\赵可的简历.pdf
2025-08-09 18:17:08.205 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\赵可的简历.pdf, 使用切分器: RecursiveCharacter
2025-08-09 18:17:08.206 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\赵可的简历.pdf 共生成 4 个子块
2025-08-09 18:17:11.578 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: a1f819a55416ca2721ecb5d720db9691
2025-08-09 18:17:11.578 | INFO     | __main__:initialize_system_data:88 - 成功处理并存储: 赵可的简历.pdf
2025-08-09 18:17:11.680 | INFO     | utils.document_processor:load_and_hash_document:126 - 开始加载并哈希文件: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\郭杰的简历 _20250806075537.pdf
2025-08-09 18:17:11.923 | INFO     | utils.document_processor:load_and_hash_document:154 - 文件加载并哈希成功: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\郭杰的简历 _20250806075537.pdf, hash: 2508647664778702bff4db7fee1da765
2025-08-09 18:17:11.923 | INFO     | utils.document_processor:parse_resume_structure:53 - 开始使用LLM解析简历结构化信息...
2025-08-09 18:17:13.150 | INFO     | utils.document_processor:parse_resume_structure:75 - 简历结构化信息解析成功: {'name': '郭杰', 'gender': '男', 'age': 28, 'work_experience': 5}
2025-08-09 18:17:13.150 | INFO     | utils.document_processor:process_document:162 - 开始处理单个文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\郭杰的简历 _20250806075537.pdf
2025-08-09 18:17:13.150 | INFO     | utils.document_processor:process_document:178 - 处理文档: D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\郭杰的简历 _20250806075537.pdf, 使用切分器: RecursiveCharacter
2025-08-09 18:17:13.151 | INFO     | utils.document_processor:process_document:200 - 文档 D:\LLM_Codes\Chapter3_RAG\app_new\data\resume\郭杰的简历 _20250806075537.pdf 共生成 5 个子块
2025-08-09 18:17:16.690 | INFO     | utils.vector_store:store_resume:104 - 成功存储简历到Milvus, ES和MongoDB, hash: 2508647664778702bff4db7fee1da765
